contract_number,contract_description,contract_award_date,activity_type,nature_of_activity,contract_priority,contract_completion_date,planned_completion_date,number_of_workfronts,access_type,number_of_maximum_access_per_week
Z5302,Scaled independent module 53 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z5303,Scaled independent module 53 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z5304,Scaled independent module 53 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z5305,Scaled independent module 53 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z5306,Scaled independent module 53 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z5307,Scaled independent module 53 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z5308,Scaled independent module 53 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z5401,Scaled independent module 54 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z5402,Scaled independent module 54 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z5403,Scaled independent module 54 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z5404,Scaled independent module 54 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z5405,Scaled independent module 54 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z5406,Scaled independent module 54 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z5407,Scaled independent module 54 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z5408,Scaled independent module 54 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z5501,Scaled independent module 55 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z5502,Scaled independent module 55 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z5503,Scaled independent module 55 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z5504,Scaled independent module 55 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z5505,Scaled independent module 55 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z5506,Scaled independent module 55 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z5507,Scaled independent module 55 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z5508,Scaled independent module 55 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z5601,Scaled independent module 56 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z5602,Scaled independent module 56 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z5603,Scaled independent module 56 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z5604,Scaled independent module 56 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z5605,Scaled independent module 56 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z5606,Scaled independent module 56 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z5607,Scaled independent module 56 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z5608,Scaled independent module 56 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z5701,Scaled independent module 57 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z5702,Scaled independent module 57 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z5703,Scaled independent module 57 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z5704,Scaled independent module 57 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z5705,Scaled independent module 57 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z5706,Scaled independent module 57 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z5707,Scaled independent module 57 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z5708,Scaled independent module 57 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z5801,Scaled independent module 58 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z5802,Scaled independent module 58 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z5803,Scaled independent module 58 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z5804,Scaled independent module 58 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z5805,Scaled independent module 58 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z5806,Scaled independent module 58 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z5807,Scaled independent module 58 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z5808,Scaled independent module 58 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z5901,Scaled independent module 59 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z5902,Scaled independent module 59 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z5903,Scaled independent module 59 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z5904,Scaled independent module 59 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z5905,Scaled independent module 59 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z5906,Scaled independent module 59 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z5907,Scaled independent module 59 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z5908,Scaled independent module 59 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z6001,Scaled independent module 60 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z6002,Scaled independent module 60 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z6003,Scaled independent module 60 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z6004,Scaled independent module 60 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z6005,Scaled independent module 60 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z6006,Scaled independent module 60 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z6007,Scaled independent module 60 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z6008,Scaled independent module 60 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z6101,Scaled independent module 61 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z6102,Scaled independent module 61 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z6103,Scaled independent module 61 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z6104,Scaled independent module 61 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z6105,Scaled independent module 61 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z6106,Scaled independent module 61 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z6107,Scaled independent module 61 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z6108,Scaled independent module 61 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z6201,Scaled independent module 62 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z6202,Scaled independent module 62 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z6203,Scaled independent module 62 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z6204,Scaled independent module 62 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z6205,Scaled independent module 62 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z6206,Scaled independent module 62 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z6207,Scaled independent module 62 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z6208,Scaled independent module 62 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z6301,Scaled independent module 63 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z6302,Scaled independent module 63 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z6303,Scaled independent module 63 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z6304,Scaled independent module 63 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z6305,Scaled independent module 63 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z6306,Scaled independent module 63 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z6307,Scaled independent module 63 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z6308,Scaled independent module 63 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z6401,Scaled independent module 64 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z6402,Scaled independent module 64 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z6403,Scaled independent module 64 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z6404,Scaled independent module 64 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z6405,Scaled independent module 64 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z6406,Scaled independent module 64 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z6407,Scaled independent module 64 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z6408,Scaled independent module 64 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z6501,Scaled independent module 65 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z6502,Scaled independent module 65 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z6503,Scaled independent module 65 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z6504,Scaled independent module 65 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z6505,Scaled independent module 65 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z6506,Scaled independent module 65 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z6507,Scaled independent module 65 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z6508,Scaled independent module 65 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z6601,Scaled independent module 66 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z6602,Scaled independent module 66 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z6603,Scaled independent module 66 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z6604,Scaled independent module 66 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z6605,Scaled independent module 66 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z6606,Scaled independent module 66 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z6607,Scaled independent module 66 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z6608,Scaled independent module 66 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z6701,Scaled independent module 67 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z6702,Scaled independent module 67 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z6703,Scaled independent module 67 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z6704,Scaled independent module 67 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z6705,Scaled independent module 67 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z6706,Scaled independent module 67 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z6707,Scaled independent module 67 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z6708,Scaled independent module 67 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z6801,Scaled independent module 68 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z6802,Scaled independent module 68 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z6803,Scaled independent module 68 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z6804,Scaled independent module 68 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z6805,Scaled independent module 68 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z6806,Scaled independent module 68 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z6807,Scaled independent module 68 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z6808,Scaled independent module 68 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z6901,Scaled independent module 69 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z6902,Scaled independent module 69 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z6903,Scaled independent module 69 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z6904,Scaled independent module 69 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z6905,Scaled independent module 69 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z6906,Scaled independent module 69 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z6907,Scaled independent module 69 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z6908,Scaled independent module 69 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z7001,Scaled independent module 70 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z7002,Scaled independent module 70 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z7003,Scaled independent module 70 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z7004,Scaled independent module 70 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z7005,Scaled independent module 70 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z7006,Scaled independent module 70 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z7007,Scaled independent module 70 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z7008,Scaled independent module 70 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z7101,Scaled independent module 71 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z7102,Scaled independent module 71 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z7103,Scaled independent module 71 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z7104,Scaled independent module 71 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z7105,Scaled independent module 71 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z7106,Scaled independent module 71 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z7107,Scaled independent module 71 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z7108,Scaled independent module 71 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z7201,Scaled independent module 72 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z7202,Scaled independent module 72 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z7203,Scaled independent module 72 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z7204,Scaled independent module 72 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z7205,Scaled independent module 72 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z7206,Scaled independent module 72 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z7207,Scaled independent module 72 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z7208,Scaled independent module 72 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z7301,Scaled independent module 73 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z7302,Scaled independent module 73 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z7303,Scaled independent module 73 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z7304,Scaled independent module 73 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z7305,Scaled independent module 73 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z7306,Scaled independent module 73 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z7307,Scaled independent module 73 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z7308,Scaled independent module 73 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z7401,Scaled independent module 74 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z7402,Scaled independent module 74 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z7403,Scaled independent module 74 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z7404,Scaled independent module 74 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z7405,Scaled independent module 74 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z7406,Scaled independent module 74 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z7407,Scaled independent module 74 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z7408,Scaled independent module 74 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z7501,Scaled independent module 75 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z7502,Scaled independent module 75 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z7503,Scaled independent module 75 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z7504,Scaled independent module 75 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z7505,Scaled independent module 75 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z7506,Scaled independent module 75 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z7507,Scaled independent module 75 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z7508,Scaled independent module 75 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z7601,Scaled independent module 76 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z7602,Scaled independent module 76 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z7603,Scaled independent module 76 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z7604,Scaled independent module 76 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z7605,Scaled independent module 76 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z7606,Scaled independent module 76 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z7607,Scaled independent module 76 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z7608,Scaled independent module 76 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z7701,Scaled independent module 77 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z7702,Scaled independent module 77 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z7703,Scaled independent module 77 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z7704,Scaled independent module 77 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z7705,Scaled independent module 77 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z7706,Scaled independent module 77 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z7707,Scaled independent module 77 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z7708,Scaled independent module 77 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z7801,Scaled independent module 78 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z7802,Scaled independent module 78 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
Z7803,Scaled independent module 78 contract 3,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-02-16,1,PM,1
Z7804,Scaled independent module 78 contract 4,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-03-09,1,C,2
Z7805,Scaled independent module 78 contract 5,2030-06-01,ScaledSynthetic,Live,1,2031-06-22,2031-03-23,1,PC,2
Z7806,Scaled independent module 78 contract 6,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-04-06,1,C,2
Z7807,Scaled independent module 78 contract 7,2030-06-01,ScaledSynthetic,Non-live (Others),2,2031-06-22,2031-04-13,1,PM,1
Z7808,Scaled independent module 78 contract 8,2030-06-01,ScaledSynthetic,Non-live (Others),1,2031-06-22,2031-02-09,1,C,2
Z7901,Scaled independent module 79 contract 1,2030-06-01,ScaledSynthetic,Non-live (Others),3,2031-06-22,2031-01-19,1,C,2
Z7902,Scaled independent module 79 contract 2,2030-06-01,ScaledSynthetic,Non-live (Consist),2,2031-06-22,2031-02-09,1,PC,2
